Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2007-01-15,02:00:00,0.402,0.027,238.7,1.68,0.14,0.053,0.024
2007-01-15,03:00:00,0.362,0.021,238.55,1.52,0.156,0.07,0.037
2007-01-15,04:00:00,0.415,0.036,242.18,1.71,0.181,0.081,0.06
2007-01-15,05:00:00,0.614,0.051,240.51,2.55,0.193,0.065,0.04
2007-01-15,06:00:00,0.667,0.062,241.27,2.77,0.287,0.132,0.052
2007-01-15,07:00:00,0.974,0.112,239.72,4.06,0.299,0.114,0.069
2007-01-15,08:00:00,1.242,0.126,241.71,5.14,0.597,0.165,0.182
2007-01-15,09:00:00,1.175,0.118,239.25,4.91,0.536,0.216,0.09
2007-01-15,10:00:00,1.169,0.122,240.47,4.86,0.52,0.197,0.073
2007-01-15,11:00:00,1.002,0.094,240.97,4.16,0.349,0.106,0.13
2007-01-15,12:00:00,1.216,0.14,238.75,5.09,0.605,0.216,0.123
2007-01-15,13:00:00,1.046,0.116,235.81,4.44,0.507,0.174,0.114
2007-01-15,14:00:00,0.946,0.095,236.61,4.0,0.376,0.185,0.105
2007-01-15,15:00:00,1.002,0.078,244.62,4.09,0.307,0.191,0.111
2007-01-15,16:00:00,1.147,0.141,241.3,4.75,0.461,0.227,0.109
2007-01-15,17:00:00,1.324,0.146,241.4,5.49,0.438,0.193,0.195
2007-01-15,18:00:00,1.795,0.191,242.84,7.39,0.751,0.306,0.121
2007-01-15,19:00:00,1.959,0.23,237.75,8.24,0.974,0.384,0.286
2007-01-15,20:00:00,2.253,0.239,238.55,9.44,1.017,0.226,0.178
2007-01-15,21:00:00,1.602,0.159,237.79,6.74,0.584,0.287,0.111
2007-01-15,22:00:00,1.268,0.117,244.71,5.18,0.48,0.134,0.143
2007-01-15,23:00:00,0.951,0.084,238.0,4.0,0.465,0.19,0.132
2007-01-16,00:00:00,0.662,0.072,242.51,2.73,0.213,0.067,0.057
2007-01-16,01:00:00,0.517,0.071,238.68,2.16,0.247,0.08,0.03
2007-01-16,02:00:00,0.418,0.061,240.17,1.74,0.132,0.064,0.043
2007-01-16,03:00:00,0.35,0.007,242.54,1.44,0.134,0.046,0.052
2007-01-16,04:00:00,0.449,0.063,240.57,1.87,0.202,0.078,0.04
2007-01-16,05:00:00,0.461,0.04,239.74,1.92,0.175,0.058,0.024
2007-01-16,06:00:00,0.647,0.053,244.54,2.65,0.268,0.084,0.065
2007-01-16,07:00:00,0.981,0.105,236.33,4.15,0.391,0.116,0.087
2007-01-16,08:00:00,1.397,0.155,238.11,5.87,0.588,0.239,0.079
2007-01-16,09:00:00,1.154,0.091,239.38,4.82,0.386,0.135,0.159
2007-01-16,10:00:00,1.442,0.149,242.09,5.96,0.599,0.274,0.161
2007-01-16,11:00:00,1.012,0.069,238.99,4.23,0.503,0.13,0.066
2007-01-16,12:00:00,1.112,0.127,241.94,4.59,0.377,0.169,0.159
2007-01-16,13:00:00,1.044,0.082,236.56,4.41,0.327,0.154,0.112
2007-01-16,14:00:00,1.122,0.116,242.3,4.63,0.424,0.191,0.133
2007-01-16,15:00:00,0.897,0.082,241.79,3.71,0.336,0.111,0.097
2007-01-16,16:00:00,1.23,0.112,237.85,5.17,0.4,0.226,0.182
2007-01-16,17:00:00,1.487,0.109,239.93,6.2,0.616,0.258,0.207
2007-01-16,18:00:00,1.694,0.141,239.46,7.07,0.656,0.227,0.088
2007-01-16,19:00:00,1.916,0.19,240.9,7.95,0.896,0.215,0.099
2007-01-16,20:00:00,1.986,0.18,242.32,8.19,0.764,0.299,0.196
2007-01-16,21:00:00,1.583,0.152,238.63,6.63,0.787,0.314,0.129
2007-01-16,22:00:00,1.195,0.104,240.74,4.96,0.545,0.122,0.124
2007-01-16,23:00:00,0.849,0.079,240.49,3.53,0.337,0.157,0.071
2007-01-17,00:00:00,0.613,0.037,240.25,2.55,0.251,0.104,0.084
2007-01-17,01:00:00,0.577,0.048,242.91,2.38,0.273,0.068,0.039
2007-01-17,02:00:00,0.541,0.049,240.32,2.25,0.246,0.08,0.03
2007-01-17,03:00:00,0.5,0.051,237.57,2.11,0.216,0.081,0.042
2007-01-17,04:00:00,0.34,-0.003,241.48,1.41,0.12,0.058,0.022
2007-01-17,05:00:00,0.517,0.053,243.2,2.13,0.198,0.099,0.056
2007-01-17,06:00:00,0.69,0.047,240.28,2.87,0.316,0.129,0.067
2007-01-17,07:00:00,1.017,0.074,242.7,4.19,0.433,0.135,0.123
2007-01-17,08:00:00,1.323,0.157,239.16,5.53,0.65,0.148,0.076
2007-01-17,09:00:00,1.175,0.132,240.83,4.88,0.558,0.13,0.147
2007-01-17,10:00:00,1.042,0.115,236.87,4.4,0.401,0.205,0.081
2007-01-17,11:00:00,1.07,0.103,238.78,4.48,0.384,0.209,0.125
2007-01-17,12:00:00,1.168,0.105,240.34,4.86,0.38,0.213,0.092
2007-01-17,13:00:00,1.052,0.135,241.34,4.36,0.401,0.208,0.14
2007-01-17,14:00:00,0.915,0.094,240.87,3.8,0.316,0.117,0.122
2007-01-17,15:00:00,1.055,0.088,242.56,4.35,0.32,0.193,0.085
2007-01-17,16:00:00,1.118,0.092,236.94,4.72,0.366,0.168,0.158
2007-01-17,17:00:00,1.391,0.145,242.94,5.73,0.543,0.25,0.114
2007-01-17,18:00:00,1.739,0.167,238.57,7.29,0.832,0.28,0.243
2007-01-17,19:00:00,1.909,0.212,237.54,8.03,0.695,0.352,0.132
2007-01-17,20:00:00,1.824,0.184,242.07,7.54,0.708,0.255,0.144
2007-01-17,21:00:00,1.725,0.149,237.78,7.26,0.65,0.343,0.239
2007-01-17,22:00:00,1.13,0.15,242.83,4.65,0.422,0.138,0.066
2007-01-17,23:00:00,0.818,0.061,235.64,3.47,0.364,0.137,0.098
2007-01-18,00:00:00,0.581,0.034,238.49,2.44,0.233,0.105,0.069
2007-01-18,01:00:00,0.603,0.059,241.75,2.5,0.23,0.096,0.089
2007-01-18,02:00:00,0.509,0.06,241.34,2.11,0.249,0.066,0.075
2007-01-18,03:00:00,0.449,0.027,234.73,1.91,0.159,0.07,0.044
2007-01-18,04:00:00,0.422,0.056,238.67,1.77,0.197,0.063,0.049
2007-01-18,05:00:00,0.6,0.05,236.57,2.54,0.242,0.071,0.039
2007-01-18,06:00:00,0.614,0.11,240.28,2.55,0.238,0.108,0.045
2007-01-18,07:00:00,1.0,0.107,240.1,4.17,0.313,0.127,0.106
2007-01-18,08:00:00,1.368,0.115,239.5,5.71,0.645,0.251,0.101
2007-01-18,09:00:00,1.277,0.114,239.79,5.33,0.452,0.155,0.092
2007-01-18,10:00:00,1.213,0.131,237.8,5.1,0.529,0.182,0.063
2007-01-18,11:00:00,1.097,0.093,238.53,4.6,0.521,0.186,0.063
2007-01-18,12:00:00,1.112,0.11,242.13,4.59,0.453,0.222,0.135
2007-01-18,13:00:00,1.556,0.195,239.02,6.51,0.666,0.198,0.08
2007-01-18,14:00:00,1.086,0.121,238.86,4.55,0.4,0.178,0.152
2007-01-18,15:00:00,1.125,0.124,242.28,4.64,0.501,0.13,0.065
2007-01-18,16:00:00,1.204,0.16,237.64,5.07,0.519,0.219,0.079
2007-01-18,17:00:00,1.401,0.125,242.96,5.77,0.545,0.261,0.118
2007-01-18,18:00:00,2.031,0.203,243.13,8.35,0.867,0.383,0.249
2007-01-18,19:00:00,1.981,0.192,237.97,8.33,0.698,0.385,0.238
2007-01-18,20:00:00,1.95,0.183,241.84,8.06,0.842,0.264,0.146
2007-01-18,21:00:00,1.564,0.151,235.68,6.64,0.68,0.261,0.129
2007-01-18,22:00:00,1.28,0.119,240.2,5.33,0.498,0.168,0.169
2007-01-18,23:00:00,0.839,0.071,237.98,3.52,0.293,0.151,0.084
2007-01-19,00:00:00,0.637,0.058,241.01,2.64,0.293,0.09,0.061
2007-01-19,01:00:00,0.505,0.037,240.63,2.1,0.227,0.078,0.057
2007-01-19,02:00:00,0.459,0.052,239.45,1.92,0.143,0.052,0.044
2007-01-19,03:00:00,0.474,0.028,237.81,1.99,0.189,0.088,0.044
2007-01-19,04:00:00,0.407,0.061,241.83,1.68,0.13,0.06,0.053
2007-01-19,05:00:00,0.601,0.075,239.94,2.51,0.219,0.099,0.086
2007-01-19,06:00:00,0.675,0.076,238.59,2.83,0.26,0.113,0.071
2007-01-19,07:00:00,0.931,0.084,238.97,3.9,0.312,0.119,0.073
2007-01-19,08:00:00,1.353,0.136,239.81,5.64,0.533,0.243,0.196
2007-01-19,09:00:00,1.296,0.127,239.8,5.4,0.572,0.238,0.156
2007-01-19,10:00:00,1.113,0.112,240.62,4.63,0.431,0.169,0.128
2007-01-19,11:00:00,1.109,0.084,241.91,4.58,0.385,0.211,0.123
2007-01-19,12:00:00,1.072,0.109,242.09,4.43,0.411,0.124,0.133
2007-01-19,13:00:00,1.051,0.112,239.55,4.39,0.44,0.149,0.134
2007-01-19,14:00:00,0.999,0.129,240.85,4.15,0.487,0.104,0.129
2007-01-19,15:00:00,1.202,0.1,239.6,5.02,0.481,0.168,0.177
2007-01-19,16:00:00,1.155,0.092,242.43,4.77,0.552,0.231,0.105
2007-01-19,17:00:00,1.497,0.169,239.74,6.24,0.744,0.219,0.111
2007-01-19,18:00:00,1.813,0.151,240.24,7.55,0.747,0.257,0.162
2007-01-19,19:00:00,2.085,0.238,239.95,8.69,0.687,0.352,0.264
2007-01-19,20:00:00,1.998,0.223,240.92,8.29,0.949,0.209,0.208
2007-01-19,21:00:00,1.629,0.174,241.26,6.75,0.77,0.22,0.222
2007-01-19,22:00:00,1.204,0.09,242.77,4.96,0.57,0.185,0.089
2007-01-19,23:00:00,1.193,0.116,242.42,4.92,0.584,0.177,0.148
2007-01-20,00:00:00,0.691,0.068,240.09,2.88,0.245,0.113,0.052
2007-01-20,01:00:00,0.663,0.072,239.91,2.76,0.243,0.076,0.086
2007-01-20,02:00:00,0.627,0.074,239.55,2.62,0.274,0.088,0.059
2007-01-20,03:00:00,0.513,0.036,242.02,2.12,0.212,0.084,0.076
2007-01-20,04:00:00,0.532,0.074,240.49,2.21,0.252,0.069,0.062
2007-01-20,05:00:00,0.69,0.079,244.92,2.82,0.242,0.111,0.086
2007-01-20,06:00:00,0.708,0.081,239.87,2.95,0.306,0.139,0.038
2007-01-20,07:00:00,0.98,0.094,243.04,4.03,0.478,0.189,0.118
2007-01-20,08:00:00,1.647,0.172,243.06,6.77,0.565,0.284,0.151
2007-01-20,09:00:00,1.359,0.093,243.01,5.59,0.491,0.16,0.112
2007-01-20,10:00:00,1.262,0.134,239.34,5.27,0.481,0.225,0.163
2007-01-20,11:00:00,1.233,0.156,239.83,5.14,0.391,0.178,0.09
2007-01-20,12:00:00,1.253,0.141,239.68,5.23,0.42,0.245,0.085
2007-01-20,13:00:00,1.671,0.18,242.95,6.88,0.629,0.269,0.143
2007-01-20,14:00:00,1.292,0.145,239.1,5.4,0.407,0.157,0.146
2007-01-20,15:00:00,1.159,0.14,238.84,4.85,0.432,0.152,0.088
2007-01-20,16:00:00,1.365,0.133,241.39,5.66,0.476,0.18,0.145
2007-01-20,17:00:00,1.657,0.185,237.34,6.98,0.784,0.211,0.147
2007-01-20,18:00:00,2.05,0.214,241.54,8.49,0.864,0.363,0.184
2007-01-20,19:00:00,2.22,0.223,237.72,9.34,1.065,0.297,0.156
2007-01-20,20:00:00,2.142,0.241,239.18,8.96,0.73,0.256,0.176
2007-01-20,21:00:00,1.845,0.171,242.31,7.62,0.584,0.295,0.143
2007-01-20,22:00:00,1.407,0.128,238.89,5.89,0.522,0.206,0.105
2007-01-20,23:00:00,0.96,0.049,240.61,3.99,0.299,0.098,0.056
2007-01-21,00:00:00,0.538,0.035,242.42,2.22,0.257,0.069,0.05
2007-01-21,01:00:00,0.62,0.053,237.72,2.61,0.209,0.064,0.046
2007-01-21,02:00:00,0.552,0.054,240.35,2.3,0.181,0.098,0.081
2007-01-21,03:00:00,0.497,0.059,241.29,2.06,0.228,0.097,0.055
2007-01-21,04:00:00,0.547,0.072,237.16,2.3,0.242,0.082,0.053
2007-01-21,05:00:00,1.016,0.075,237.92,4.27,0.316,0.158,0.085
2007-01-21,06:00:00,0.742,0.076,243.23,3.05,0.298,0.137,0.071
2007-01-21,07:00:00,1.141,0.094,237.71,4.8,0.445,0.116,0.096
2007-01-21,08:00:00,1.555,0.129,239.3,6.5,0.587,0.181,0.211
2007-01-21,09:00:00,1.37,0.144,235.97,5.81,0.446,0.227,0.104
2007-01-21,10:00:00,1.409,0.143,238.43,5.91,0.645,0.245,0.11
2007-01-21,11:00:00,1.187,0.129,241.55,4.92,0.413,0.193,0.144
2007-01-21,12:00:00,1.308,0.142,241.92,5.41,0.512,0.254,0.183
2007-01-21,13:00:00,1.374,0.128,241.59,5.69,0.654,0.191,0.162
2007-01-21,14:00:00,1.119,0.134,239.93,4.66,0.407,0.174,0.065
2007-01-21,15:00:00,1.247,0.106,237.85,5.24,0.383,0.244,0.174
2007-01-21,16:00:00,1.509,0.13,240.83,6.27,0.721,0.287,0.192
2007-01-21,17:00:00,1.57,0.165,239.12,6.56,0.626,0.162,0.116
2007-01-21,18:00:00,2.123,0.217,236.78,8.97,0.848,0.287,0.119
2007-01-21,19:00:00,2.281,0.212,240.06,9.5,0.936,0.397,0.278
2007-01-21,20:00:00,2.163,0.2,242.54,8.92,0.727,0.217,0.159
2007-01-21,21:00:00,1.898,0.197,242.22,7.84,0.841,0.354,0.194
2007-01-21,22:00:00,1.425,0.148,242.36,5.88,0.494,0.214,0.084
2007-01-21,23:00:00,1.094,0.089,240.61,4.55,0.394,0.119,0.117
2007-01-22,00:00:00,0.641,0.051,238.14,2.69,0.273,0.092,0.033
2007-01-22,01:00:00,0.619,0.044,241.17,2.57,0.279,0.092,0.064
2007-01-22,02:00:00,0.507,0.008,240.3,2.11,0.226,0.069,0.068
2007-01-22,03:00:00,0.531,0.08,239.49,2.22,0.168,0.077,0.057
2007-01-22,04:00:00,0.491,0.054,241.33,2.03,0.221,0.093,0.068
2007-01-22,05:00:00,0.494,0.073,240.91,2.05,0.214,0.065,0.052
2007-01-22,06:00:00,0.789,0.073,238.76,3.3,0.332,0.155,0.094
2007-01-22,07:00:00,1.056,0.086,238.67,4.43,0.521,0.178,0.092
2007-01-22,08:00:00,1.472,0.13,237.69,6.19,0.544,0.279,0.117
2007-01-22,09:00:00,1.253,0.108,240.51,5.21,0.547,0.151,0.105
2007-01-22,10:00:00,1.238,0.113,241.81,5.12,0.513,0.185,0.075
2007-01-22,11:00:00,1.131,0.082,238.82,4.73,0.427,0.177,0.085
2007-01-22,12:00:00,1.177,0.11,237.87,4.95,0.539,0.128,0.104
2007-01-22,13:00:00,1.165,0.105,241.01,4.83,0.444,0.174,0.098
2007-01-22,14:00:00,1.019,0.119,243.16,4.19,0.42,0.19,0.101
2007-01-22,15:00:00,1.182,0.129,243.98,4.85,0.487,0.124,0.117
2007-01-22,16:00:00,1.195,0.112,243.03,4.92,0.481,0.196,0.148
2007-01-22,17:00:00,1.497,0.159,239.9,6.24,0.586,0.298,0.134
2007-01-22,18:00:00,1.765,0.155,238.2,7.41,0.589,0.27,0.208
2007-01-22,19:00:00,1.948,0.17,241.22,8.07,0.678,0.254,0.271
2007-01-22,20:00:00,1.924,0.191,239.86,8.02,0.625,0.305,0.184
2007-01-22,21:00:00,1.683,0.17,239.6,7.02,0.748,0.259,0.177
2007-01-22,22:00:00,1.336,0.131,243.8,5.48,0.6,0.148,0.157
2007-01-22,23:00:00,0.875,0.115,242.77,3.6,0.374,0.106,0.087
2007-01-23,00:00:00,0.689,0.083,241.27,2.86,0.333,0.115,0.046
2007-01-23,01:00:00,0.57,0.078,239.81,2.38,0.201,0.091,0.045
2007-01-23,02:00:00,0.521,0.041,240.02,2.17,0.242,0.07,0.028
2007-01-23,03:00:00,0.563,0.063,236.91,2.38,0.19,0.111,0.067
2007-01-23,04:00:00,0.493,0.028,242.09,2.04,0.155,0.081,0.038
2007-01-23,05:00:00,0.701,0.055,242.59,2.89,0.21,0.086,0.093
2007-01-23,06:00:00,0.748,0.081,238.47,3.14,0.311,0.11,0.086
2007-01-23,07:00:00,0.965,0.079,238.74,4.04,0.44,0.165,0.119
2007-01-23,08:00:00,1.431,0.127,241.95,5.91,0.665,0.239,0.198
2007-01-23,09:00:00,1.27,0.136,239.35,5.3,0.5,0.158,0.118
2007-01-23,10:00:00,1.081,0.093,242.27,4.46,0.337,0.178,0.074
2007-01-23,11:00:00,1.178,0.137,238.44,4.94,0.362,0.157,0.169
2007-01-23,12:00:00,1.245,0.12,239.38,5.2,0.602,0.181,0.186
2007-01-23,13:00:00,1.072,0.104,241.04,4.45,0.342,0.179,0.077
2007-01-23,14:00:00,1.094,0.114,239.35,4.57,0.5,0.173,0.136
2007-01-23,15:00:00,1.169,0.114,239.24,4.89,0.367,0.2,0.067
2007-01-23,16:00:00,1.246,0.13,239.19,5.21,0.42,0.172,0.066
2007-01-23,17:00:00,1.565,0.138,241.39,6.48,0.52,0.274,0.184
2007-01-23,18:00:00,1.851,0.131,241.93,7.65,0.658,0.188,0.14
2007-01-23,19:00:00,2.097,0.181,240.99,8.7,0.799,0.249,0.287
2007-01-23,20:00:00,1.894,0.18,238.6,7.94,0.615,0.374,0.192
2007-01-23,21:00:00,1.713,0.181,242.74,7.06,0.847,0.186,0.22
2007-01-23,22:00:00,1.327,0.176,240.51,5.52,0.399,0.221,0.08
2007-01-23,23:00:00,0.856,0.074,242.1,3.54,0.389,0.164,0.118
2007-01-24,00:00:00,1.002,0.087,237.42,4.22,0.406,0.186,0.069
2007-01-24,01:00:00,0.506,0.057,242.34,2.09,0.161,0.097,0.054
2007-01-24,02:00:00,0.566,0.061,239.26,2.36,0.183,0.112,0.063
2007-01-24,03:00:00,0.511,0.056,239.12,2.14,0.214,0.069,0.029
2007-01-24,04:00:00,0.461,0.041,240.81,1.91,0.167,0.061,0.068
2007-01-24,05:00:00,0.677,0.028,235.9,2.87,0.264,0.076,0.054
2007-01-24,06:00:00,0.758,0.08,240.7,3.15,0.311,0.091,0.092
2007-01-24,07:00:00,1.016,0.101,239.45,4.24,0.421,0.168,0.115
2007-01-24,08:00:00,1.462,0.114,242.83,6.02,0.609,0.195,0.078
2007-01-24,09:00:00,1.306,0.142,240.54,5.43,0.41,0.175,0.178
2007-01-24,10:00:00,1.097,0.124,238.01,4.61,0.492,0.181,0.088
2007-01-24,11:00:00,1.143,0.125,238.4,4.79,0.41,0.126,0.086
2007-01-24,12:00:00,1.29,0.121,235.08,5.49,0.417,0.136,0.072
2007-01-24,13:00:00,1.212,0.126,244.86,4.95,0.388,0.219,0.091
2007-01-24,14:00:00,1.069,0.089,234.99,4.55,0.371,0.191,0.12
2007-01-24,15:00:00,1.102,0.083,238.92,4.61,0.469,0.153,0.077
2007-01-24,16:00:00,1.293,0.127,241.48,5.35,0.51,0.206,0.125
2007-01-24,17:00:00,1.535,0.124,242.94,6.32,0.494,0.19,0.2
2007-01-24,18:00:00,1.837,0.181,243.61,7.54,0.563,0.251,0.267
2007-01-24,19:00:00,2.152,0.214,239.8,8.97,0.656,0.223,0.258
2007-01-24,20:00:00,1.952,0.179,241.0,8.1,0.75,0.249,0.136
2007-01-24,21:00:00,2.174,0.256,239.39,9.08,0.995,0.221,0.192
2007-01-24,22:00:00,1.336,0.122,236.89,5.64,0.554,0.19,0.141
2007-01-24,23:00:00,0.946,0.099,237.91,3.98,0.437,0.144,0.13
2007-01-25,00:00:00,0.579,0.054,236.57,2.45,0.211,0.087,0.061
2007-01-25,01:00:00,0.68,0.087,240.63,2.82,0.223,0.091,0.067
2007-01-25,02:00:00,0.625,0.056,239.32,2.61,0.288,0.075,0.047
2007-01-25,03:00:00,0.561,0.031,239.63,2.34,0.25,0.082,0.056
2007-01-25,04:00:00,0.612,0.07,241.34,2.54,0.256,0.114,0.05
2007-01-25,05:00:00,0.64,0.034,240.49,2.66,0.306,0.127,0.068
2007-01-25,06:00:00,0.668,0.05,241.32,2.77,0.285,0.088,0.087
2007-01-25,07:00:00,1.413,0.131,243.62,5.8,0.573,0.279,0.204
2007-01-25,08:00:00,1.458,0.136,238.41,6.12,0.584,0.209,0.191
2007-01-25,09:00:00,1.231,0.116,236.25,5.21,0.521,0.199,0.164
2007-01-25,10:00:00,1.27,0.119,238.84,5.32,0.512,0.229,0.109
2007-01-25,11:00:00,1.126,0.115,239.59,4.7,0.399,0.153,0.135
2007-01-25,12:00:00,1.212,0.108,240.87,5.03,0.595,0.146,0.108
2007-01-25,13:00:00,1.081,0.117,241.45,4.48,0.531,0.138,0.057
2007-01-25,14:00:00,1.114,0.095,237.87,4.68,0.371,0.205,0.154
2007-01-25,15:00:00,1.132,0.088,237.57,4.76,0.46,0.219,0.063
2007-01-25,16:00:00,1.251,0.103,242.73,5.16,0.573,0.141,0.077
2007-01-25,17:00:00,1.616,0.153,240.64,6.72,0.503,0.274,0.084
2007-01-25,18:00:00,1.936,0.213,240.71,8.04,0.629,0.2,0.11
2007-01-25,19:00:00,2.097,0.209,240.53,8.72,0.858,0.393,0.117
2007-01-25,20:00:00,2.001,0.191,240.3,8.33,0.612,0.371,0.236
2007-01-25,21:00:00,1.698,0.169,239.55,7.09,0.792,0.301,0.23
2007-01-25,22:00:00,1.322,0.108,238.58,5.54,0.627,0.241,0.171
2007-01-25,23:00:00,0.929,0.059,238.92,3.89,0.416,0.149,0.105
2007-01-26,00:00:00,0.714,0.052,244.33,2.92,0.331,0.082,0.092
2007-01-26,01:00:00,0.624,0.041,243.61,2.56,0.271,0.119,0.06
2007-01-26,02:00:00,0.587,0.107,241.85,2.43,0.193,0.067,0.082
2007-01-26,03:00:00,0.654,0.104,239.87,2.73,0.2,0.08,0.063
2007-01-26,04:00:00,0.631,0.101,241.13,2.62,0.296,0.09,0.033
2007-01-26,05:00:00,0.581,0.034,237.15,2.45,0.256,0.087,0.07
2007-01-26,06:00:00,0.776,0.113,241.99,3.21,0.295,0.085,0.103
2007-01-26,07:00:00,1.037,0.089,239.52,4.33,0.476,0.183,0.075
2007-01-26,08:00:00,1.51,0.184,240.03,6.29,0.469,0.172,0.124
2007-01-26,09:00:00,1.46,0.155,240.2,6.08,0.531,0.242,0.174
2007-01-26,10:00:00,1.194,0.1,239.64,4.98,0.44,0.173,0.128
2007-01-26,11:00:00,1.198,0.153,241.61,4.96,0.385,0.217,0.167
2007-01-26,12:00:00,1.313,0.164,243.19,5.4,0.589,0.17,0.128
2007-01-26,13:00:00,1.143,0.093,241.71,4.73,0.521,0.21,0.134
2007-01-26,14:00:00,1.117,0.118,240.13,4.65,0.465,0.14,0.086
2007-01-26,15:00:00,1.255,0.087,237.87,5.28,0.482,0.198,0.179
2007-01-26,16:00:00,1.227,0.115,240.08,5.11,0.517,0.182,0.107
2007-01-26,17:00:00,1.481,0.14,239.85,6.18,0.711,0.2,0.154
2007-01-26,18:00:00,1.794,0.171,241.65,7.43,0.667,0.182,0.2
2007-01-26,19:00:00,2.11,0.243,238.71,8.84,0.774,0.295,0.159
2007-01-26,20:00:00,1.939,0.167,238.22,8.14,0.823,0.217,0.158
2007-01-26,21:00:00,1.774,0.173,240.6,7.37,0.775,0.217,0.178
2007-01-26,22:00:00,1.433,0.158,241.84,5.92,0.561,0.242,0.11
2007-01-26,23:00:00,0.922,0.066,240.31,3.84,0.435,0.145,0.058
2007-01-27,00:00:00,0.715,0.054,241.93,2.95,0.265,0.109,0.096
2007-01-27,01:00:00,0.726,0.095,237.45,3.06,0.311,0.114,0.06
2007-01-27,02:00:00,0.645,0.091,240.95,2.68,0.28,0.072,0.059
2007-01-27,03:00:00,0.471,0.038,237.44,1.98,0.169,0.055,0.049
2007-01-27,04:00:00,0.705,0.088,245.33,2.87,0.214,0.109,0.095
2007-01-27,05:00:00,0.721,0.103,242.68,2.97,0.336,0.101,0.046
2007-01-27,06:00:00,0.815,0.073,240.77,3.39,0.323,0.119,0.092
2007-01-27,07:00:00,1.187,0.135,236.79,5.01,0.379,0.223,0.101
2007-01-27,08:00:00,1.704,0.162,237.25,7.18,0.837,0.202,0.233
2007-01-27,09:00:00,1.51,0.124,243.79,6.19,0.542,0.288,0.175
2007-01-27,10:00:00,1.367,0.137,237.68,5.75,0.54,0.254,0.088
2007-01-27,11:00:00,1.298,0.125,241.0,5.39,0.515,0.247,0.103
2007-01-27,12:00:00,1.315,0.113,243.65,5.4,0.492,0.216,0.071
2007-01-27,13:00:00,1.269,0.12,240.21,5.28,0.419,0.236,0.161
2007-01-27,14:00:00,1.205,0.116,237.61,5.07,0.531,0.24,0.11
2007-01-27,15:00:00,1.246,0.13,236.45,5.27,0.422,0.183,0.068
2007-01-27,16:00:00,1.458,0.167,240.77,6.05,0.636,0.271,0.075
2007-01-27,17:00:00,1.77,0.198,237.79,7.44,0.815,0.337,0.258
2007-01-27,18:00:00,2.216,0.22,240.0,9.23,0.675,0.29,0.3
2007-01-27,19:00:00,2.294,0.218,237.87,9.64,1.024,0.331,0.191
2007-01-27,20:00:00,2.319,0.259,238.8,9.71,0.992,0.365,0.236
2007-01-27,21:00:00,2.052,0.203,238.86,8.59,0.696,0.277,0.221
2007-01-27,22:00:00,1.576,0.146,239.48,6.58,0.668,0.208,0.16
2007-01-27,23:00:00,1.041,0.108,238.52,4.36,0.4,0.144,0.084
2007-01-28,00:00:00,0.754,0.039,240.57,3.13,0.239,0.107,0.067
2007-01-28,01:00:00,0.789,0.07,241.99,3.26,0.319,0.099,0.054
2007-01-28,02:00:00,0.643,0.054,239.28,2.69,0.318,0.095,0.034
2007-01-28,03:00:00,0.623,0.046,240.52,2.59,0.268,0.111,0.041
2007-01-28,04:00:00,0.596,0.067,238.13,2.5,0.218,0.097,0.031
2007-01-28,05:00:00,0.747,0.096,236.87,3.15,0.308,0.103,0.07
2007-01-28,06:00:00,0.703,0.104,240.8,2.92,0.314,0.081,0.082
2007-01-28,07:00:00,1.176,0.108,241.76,4.86,0.39,0.214,0.08
2007-01-28,08:00:00,1.615,0.156,236.17,6.84,0.655,0.244,0.167
2007-01-28,09:00:00,1.62,0.148,239.82,6.75,0.65,0.319,0.134
2007-01-28,10:00:00,1.389,0.15,240.86,5.77,0.521,0.174,0.086
2007-01-28,11:00:00,1.289,0.092,240.58,5.36,0.579,0.152,0.081
2007-01-28,12:00:00,1.364,0.129,238.82,5.71,0.563,0.138,0.153
2007-01-28,13:00:00,1.219,0.128,240.1,5.08,0.536,0.132,0.075
2007-01-28,14:00:00,1.309,0.118,241.85,5.41,0.549,0.181,0.138
2007-01-28,15:00:00,1.282,0.12,238.28,5.38,0.585,0.154,0.089
2007-01-28,16:00:00,1.489,0.169,243.11,6.12,0.635,0.155,0.203
2007-01-28,17:00:00,1.713,0.17,237.22,7.22,0.746,0.21,0.094
2007-01-28,18:00:00,2.123,0.236,241.8,8.78,0.733,0.367,0.188
2007-01-28,19:00:00,2.297,0.262,240.11,9.56,1.078,0.399,0.29
2007-01-28,20:00:00,2.263,0.237,238.97,9.47,0.749,0.26,0.283
2007-01-28,21:00:00,2.041,0.198,236.32,8.64,0.751,0.395,0.132
2007-01-28,22:00:00,1.537,0.185,242.38,6.34,0.735,0.178,0.107
2007-01-28,23:00:00,1.105,0.06,238.13,4.64,0.356,0.12,0.116
2007-01-29,00:00:00,0.73,0.042,239.94,3.04,0.345,0.085,0.086
2007-01-29,01:00:00,0.759,0.091,240.94,3.15,0.3,0.087,0.095
2007-01-29,02:00:00,0.574,0.107,244.76,2.35,0.193,0.094,0.064
2007-01-29,03:00:00,0.589,0.073,239.29,2.46,0.264,0.068,0.076
2007-01-29,04:00:00,1.009,0.105,240.1,4.2,0.36,0.165,0.095
