age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
23,services,single,primary,no,1240,yes,no,cellular,7,sep,33,3,-1,0,other,0
33,services,married,secondary,no,3254,yes,no,unknown,12,apr,103,1,-1,0,unknown,0
38,retired,married,secondary,no,2138,yes,no,cellular,10,apr,4,1,-1,1,unknown,0
40,management,married,secondary,no,123,yes,no,cellular,29,jun,69,2,-1,0,unknown,0
47,admin.,married,secondary,no,1782,no,no,cellular,20,jul,170,1,58,1,unknown,0
42,services,single,secondary,no,845,yes,yes,unknown,21,dec,50,2,-1,0,unknown,0
26,admin.,single,primary,no,1855,yes,no,unknown,13,nov,236,3,-1,0,unknown,0
45,blue-collar,divorced,primary,no,823,no,no,cellular,23,jun,32,4,350,0,unknown,0
47,technician,single,primary,no,5,no,no,unknown,31,nov,352,2,-1,0,unknown,0
47,services,married,primary,no,1065,yes,no,cellular,6,apr,657,2,-1,0,unknown,1
52,admin.,divorced,primary,no,816,yes,no,cellular,31,jul,125,3,-1,0,unknown,0
50,housemaid,single,tertiary,no,894,no,no,unknown,9,dec,193,1,-1,0,unknown,0
46,management,married,secondary,no,2966,yes,no,cellular,19,nov,172,2,-1,0,unknown,0
40,technician,single,tertiary,no,3178,no,no,cellular,24,oct,397,4,-1,0,failure,0
22,technician,divorced,secondary,no,706,yes,no,cellular,16,mar,1328,5,-1,0,unknown,1
45,admin.,single,secondary,no,712,yes,no,cellular,27,mar,343,3,306,1,unknown,0
43,management,married,secondary,no,885,yes,no,cellular,26,dec,62,1,-1,0,unknown,0
43,management,single,tertiary,no,899,yes,no,cellular,11,jul,307,2,-1,0,unknown,0
26,student,married,secondary,no,4305,no,yes,cellular,4,dec,246,1,-1,0,unknown,1
29,management,married,secondary,no,1372,no,no,cellular,25,jun,60,1,-1,0,unknown,0
52,services,married,secondary,no,287,no,no,cellular,1,feb,71,1,586,0,unknown,0
40,technician,married,primary,no,937,no,no,cellular,21,jan,272,1,-1,0,success,0
48,services,married,tertiary,no,1280,no,no,unknown,12,jun,425,1,-1,0,unknown,0
41,blue-collar,married,primary,no,1331,no,no,cellular,4,sep,370,2,-1,0,unknown,0
41,services,single,secondary,no,1120,no,no,unknown,5,mar,240,1,-1,0,unknown,0
51,self-employed,single,secondary,no,93,yes,no,cellular,6,sep,715,2,763,0,unknown,0
35,management,divorced,tertiary,no,-148,yes,no,telephone,14,jun,338,13,-1,0,success,1
42,management,married,secondary,no,418,no,no,cellular,29,apr,201,2,213,0,unknown,0
35,technician,married,tertiary,no,636,no,no,telephone,1,oct,437,3,-1,0,unknown,0
36,retired,divorced,tertiary,no,-104,no,no,cellular,8,oct,88,1,-1,0,success,0
37,services,married,tertiary,no,2330,no,no,cellular,15,oct,78,7,-1,0,unknown,0
43,blue-collar,single,primary,no,432,yes,no,cellular,12,dec,917,1,-1,0,unknown,0
35,blue-collar,single,secondary,no,3473,no,no,cellular,27,feb,771,2,-1,0,unknown,0
54,management,married,secondary,no,51,no,no,telephone,19,sep,548,9,-1,0,unknown,0
31,admin.,single,tertiary,no,-112,yes,no,unknown,23,may,62,4,-1,0,other,0
38,unemployed,single,secondary,no,787,no,no,cellular,7,may,228,10,-1,0,unknown,0
36,technician,married,secondary,no,114,yes,no,unknown,9,feb,197,1,-1,0,unknown,0
56,blue-collar,married,secondary,no,3956,no,yes,cellular,11,may,58,1,-1,0,unknown,0
43,management,married,secondary,no,-184,no,no,telephone,27,jun,153,1,104,0,failure,0
52,blue-collar,married,secondary,no,598,yes,no,unknown,23,feb,161,7,-1,1,unknown,0
24,blue-collar,married,secondary,no,3720,yes,yes,cellular,28,jan,71,1,-1,0,unknown,1
43,management,married,tertiary,no,527,yes,no,cellular,8,jun,799,1,-1,0,unknown,0
50,blue-collar,married,tertiary,no,-53,yes,no,cellular,4,sep,175,2,-1,0,unknown,0
41,technician,divorced,tertiary,no,341,yes,no,cellular,10,sep,192,2,-1,0,unknown,0
52,blue-collar,married,tertiary,no,833,yes,no,telephone,20,sep,235,1,-1,0,unknown,0
35,blue-collar,married,secondary,no,107,no,yes,telephone,10,may,562,2,-1,0,unknown,0
56,management,married,secondary,no,742,yes,yes,unknown,8,oct,196,2,-1,0,unknown,1
66,admin.,married,secondary,no,2514,yes,no,cellular,14,jan,200,1,-1,3,unknown,0
37,admin.,married,primary,no,2890,no,yes,cellular,4,mar,70,1,617,0,unknown,0
36,technician,married,tertiary,no,-124,no,yes,cellular,29,aug,238,4,-1,0,unknown,0
56,management,married,secondary,no,63,no,no,unknown,20,sep,123,2,-1,0,unknown,0
58,admin.,single,secondary,no,282,no,no,cellular,26,apr,268,1,-1,0,failure,0
35,unemployed,divorced,unknown,no,1155,yes,no,unknown,3,nov,92,2,-1,0,unknown,0
36,technician,married,tertiary,no,471,yes,yes,cellular,28,dec,324,3,-1,0,unknown,0
37,technician,married,primary,no,2587,yes,no,cellular,3,mar,248,2,-1,3,failure,0
26,management,single,secondary,no,1691,no,no,cellular,27,feb,165,1,-1,0,success,0
30,blue-collar,single,secondary,no,-41,yes,no,unknown,4,may,26,1,-1,0,unknown,0
29,management,married,tertiary,no,1269,no,no,cellular,12,feb,254,1,-1,0,unknown,0
32,technician,divorced,tertiary,no,-20,yes,no,telephone,29,nov,505,1,-1,0,unknown,0
40,retired,married,tertiary,no,241,yes,no,cellular,30,sep,48,1,-1,0,unknown,0
43,blue-collar,married,tertiary,no,93,yes,no,cellular,18,oct,22,4,405,1,failure,0
58,entrepreneur,single,tertiary,no,85,no,no,cellular,28,nov,10,1,-1,0,unknown,0
30,blue-collar,divorced,tertiary,no,1237,yes,no,unknown,19,sep,8,2,-1,0,unknown,0
51,blue-collar,single,secondary,no,1043,yes,no,cellular,11,mar,476,4,-1,0,unknown,0
38,management,married,secondary,no,90,yes,no,unknown,28,apr,335,5,-1,0,failure,0
40,management,married,primary,no,6733,yes,no,cellular,18,dec,58,2,-1,0,unknown,1
48,services,married,secondary,no,621,no,yes,cellular,14,dec,642,2,-1,0,unknown,0
28,management,married,tertiary,no,-46,yes,no,cellular,11,sep,37,6,-1,0,unknown,1
45,retired,single,tertiary,no,-7,yes,yes,cellular,14,jan,120,3,-1,1,unknown,0
42,self-employed,single,unknown,no,1115,no,no,telephone,22,jul,155,5,-1,0,unknown,0
46,technician,single,secondary,no,5599,yes,no,unknown,29,feb,20,3,-1,0,other,0
44,technician,divorced,secondary,no,1072,yes,yes,cellular,3,sep,110,1,176,1,other,0
68,blue-collar,married,primary,no,4265,yes,no,unknown,2,nov,27,1,-1,0,unknown,0
33,services,single,primary,no,680,yes,yes,cellular,9,dec,402,6,-1,1,unknown,0
35,self-employed,single,tertiary,no,658,yes,no,unknown,8,dec,12,4,-1,0,unknown,0
34,admin.,married,secondary,no,839,no,no,cellular,5,mar,4,2,-1,0,unknown,0
34,management,single,secondary,no,1593,no,no,cellular,29,jun,340,1,-1,0,unknown,0
33,retired,married,tertiary,no,487,yes,no,cellular,9,may,391,1,-1,0,unknown,0
54,blue-collar,single,primary,no,2791,no,no,cellular,5,feb,176,5,717,0,unknown,0
56,blue-collar,married,primary,no,-155,yes,no,unknown,21,sep,98,1,-1,0,unknown,0
34,management,married,secondary,no,669,yes,no,cellular,13,mar,69,1,-1,0,failure,0
31,management,single,secondary,no,873,no,no,cellular,11,jun,32,5,375,0,unknown,0
46,admin.,single,secondary,no,1201,yes,no,cellular,11,sep,170,1,-1,0,unknown,0
34,blue-collar,married,unknown,no,284,yes,no,cellular,20,aug,174,2,59,0,success,0
47,technician,married,tertiary,no,636,no,no,cellular,12,oct,157,1,-1,0,unknown,0
43,entrepreneur,married,secondary,no,794,yes,yes,cellular,19,may,388,1,-1,0,unknown,0
24,services,married,secondary,no,1541,yes,no,cellular,13,jun,27,2,-1,0,unknown,0
58,admin.,single,tertiary,no,2027,no,yes,cellular,26,mar,286,2,-1,1,unknown,0
60,technician,divorced,secondary,no,1808,no,no,cellular,9,may,132,1,763,0,unknown,0
34,management,married,primary,no,426,no,no,cellular,4,jun,71,1,-1,0,unknown,0
36,technician,single,tertiary,no,11059,yes,no,telephone,7,mar,295,3,-1,1,unknown,0
44,self-employed,married,secondary,no,2632,yes,yes,unknown,31,oct,56,3,209,0,unknown,0
44,blue-collar,single,secondary,no,251,yes,no,unknown,5,feb,67,2,46,1,failure,0
48,blue-collar,married,primary,no,125,yes,yes,unknown,7,oct,1685,1,-1,0,success,0
63,blue-collar,married,secondary,no,365,yes,no,unknown,28,sep,566,4,-1,0,unknown,0
39,technician,single,secondary,no,703,no,no,cellular,8,jul,308,1,-1,0,unknown,0
32,admin.,married,primary,no,2653,yes,yes,cellular,14,apr,97,3,-1,1,unknown,0
25,blue-collar,single,primary,no,2060,yes,yes,unknown,24,mar,198,1,512,0,unknown,0
32,management,single,primary,no,2658,yes,yes,cellular,10,apr,34,1,530,0,unknown,0
40,management,married,secondary,no,276,no,no,cellular,6,sep,104,2,-1,0,unknown,0
60,blue-collar,married,secondary,no,1150,no,no,cellular,5,sep,18,1,193,0,unknown,0
35,self-employed,single,secondary,no,299,no,no,unknown,15,dec,243,1,-1,0,success,0
43,technician,single,secondary,no,-26,yes,no,unknown,16,jun,502,1,-1,1,unknown,0
40,services,married,tertiary,no,1528,yes,no,cellular,27,nov,427,8,-1,1,unknown,0
54,admin.,married,secondary,no,31,yes,yes,unknown,2,dec,500,3,-1,0,unknown,0
68,technician,single,tertiary,no,1452,no,yes,unknown,28,sep,49,4,35,0,unknown,0
35,management,married,secondary,no,1366,yes,no,cellular,15,sep,270,3,-1,1,unknown,0
35,management,married,secondary,no,2293,yes,yes,unknown,8,jun,810,1,338,1,unknown,0
52,admin.,married,unknown,no,25,yes,no,unknown,21,may,394,3,414,1,unknown,0
48,management,divorced,secondary,no,2095,yes,no,cellular,24,nov,0,3,-1,1,unknown,0
61,technician,single,secondary,no,10647,yes,no,telephone,22,mar,552,2,-1,0,unknown,0
47,blue-collar,divorced,secondary,no,2656,yes,no,cellular,24,jan,315,1,-1,0,unknown,1
37,admin.,single,secondary,no,1890,yes,no,telephone,13,apr,33,1,-1,0,unknown,0
47,management,divorced,secondary,no,1427,yes,no,unknown,17,jan,97,1,-1,0,unknown,0
53,entrepreneur,married,secondary,no,621,yes,no,cellular,15,dec,32,1,-1,0,unknown,0
50,blue-collar,single,tertiary,no,1766,no,no,cellular,25,jan,337,1,188,0,unknown,0
46,blue-collar,married,primary,no,1731,yes,no,unknown,14,jun,0,4,-1,0,unknown,0
52,admin.,single,tertiary,no,1297,no,no,unknown,25,nov,161,1,802,0,unknown,0
53,management,married,secondary,no,2186,yes,no,cellular,19,may,2209,3,-1,1,unknown,1
56,admin.,married,tertiary,no,693,yes,no,unknown,13,jul,491,1,-1,0,failure,1
48,retired,single,secondary,no,-6,no,no,cellular,21,jan,228,2,-1,0,failure,0
39,blue-collar,single,tertiary,no,1028,no,no,cellular,28,jan,305,1,-1,0,unknown,0
42,retired,married,tertiary,no,261,no,no,telephone,7,aug,238,1,-1,0,unknown,0
54,blue-collar,single,secondary,no,527,yes,no,unknown,8,jun,429,1,-1,0,unknown,0
32,management,married,primary,no,-173,yes,no,telephone,31,aug,560,1,-1,0,unknown,0
45,retired,married,primary,no,523,yes,no,cellular,7,jun,375,1,545,0,success,0
36,blue-collar,single,primary,no,2281,yes,no,cellular,19,jun,51,6,-1,0,unknown,0
41,unknown,married,secondary,no,973,yes,no,unknown,31,oct,120,1,-1,0,unknown,0
55,technician,divorced,tertiary,no,-185,yes,no,cellular,15,jul,395,2,-1,0,unknown,0
43,services,married,primary,no,751,yes,no,cellular,7,dec,447,1,439,1,unknown,0
41,blue-collar,single,secondary,no,316,no,no,unknown,17,feb,255,1,-1,0,unknown,0
26,management,single,primary,no,773,no,yes,cellular,21,mar,323,3,-1,0,unknown,1
49,blue-collar,married,secondary,no,578,yes,no,cellular,25,dec,49,8,-1,0,unknown,0
48,admin.,married,secondary,no,3831,no,no,cellular,18,apr,120,3,196,1,unknown,0
64,admin.,single,tertiary,no,-136,no,no,unknown,19,jan,197,5,-1,0,unknown,0
37,blue-collar,single,tertiary,no,1526,yes,no,unknown,25,sep,1062,1,-1,0,other,0
43,services,married,tertiary,no,2655,yes,no,cellular,3,sep,414,1,-1,0,unknown,1
43,technician,married,primary,no,4600,no,no,cellular,24,apr,55,5,-1,0,unknown,0
58,blue-collar,married,secondary,no,93,yes,no,cellular,22,jan,112,2,-1,0,other,0
39,services,married,secondary,no,936,no,no,unknown,7,jan,63,4,-1,1,unknown,0
44,services,married,primary,no,-133,yes,no,cellular,21,jun,42,1,-1,0,unknown,0
47,retired,married,secondary,no,837,yes,no,telephone,10,feb,32,1,-1,0,failure,0
43,services,single,tertiary,no,1,no,yes,cellular,28,jan,870,1,-1,0,unknown,0
36,management,single,tertiary,no,2529,no,no,cellular,7,oct,611,5,-1,0,unknown,0
43,services,divorced,secondary,no,-18,yes,no,unknown,26,nov,170,7,-1,0,unknown,0
52,technician,single,secondary,no,880,no,no,cellular,11,dec,205,4,-1,0,failure,0
29,management,divorced,tertiary,no,904,yes,no,unknown,26,feb,470,2,-1,0,unknown,1
42,technician,married,primary,no,5144,no,no,cellular,29,jul,269,1,-1,0,unknown,0
33,blue-collar,single,tertiary,no,1396,no,yes,cellular,3,apr,340,2,-1,0,unknown,0
54,technician,divorced,tertiary,no,309,yes,no,cellular,31,jul,404,2,771,0,unknown,0
24,technician,single,secondary,no,213,yes,no,cellular,27,jul,170,2,-1,0,other,0
34,management,married,secondary,no,5,yes,yes,cellular,21,apr,949,2,-1,0,unknown,1
45,technician,single,secondary,no,1919,yes,no,unknown,22,feb,255,2,-1,0,unknown,0
58,blue-collar,divorced,secondary,no,1560,yes,no,cellular,9,sep,258,3,-1,0,other,0
40,blue-collar,single,secondary,no,1211,no,yes,unknown,4,oct,39,4,-1,0,other,0
34,technician,married,secondary,no,-137,yes,no,cellular,8,oct,1135,5,645,0,unknown,0
61,admin.,single,secondary,no,1958,yes,no,cellular,30,mar,18,1,-1,0,success,0
25,services,divorced,secondary,no,1340,no,yes,cellular,31,jan,1094,1,-1,1,unknown,0
18,admin.,married,secondary,no,4781,yes,no,unknown,30,nov,622,1,-1,0,unknown,0
45,technician,single,tertiary,no,1127,yes,yes,cellular,24,aug,500,2,-1,0,unknown,0
35,admin.,married,tertiary,no,343,yes,no,cellular,26,apr,288,3,-1,0,unknown,0
29,management,single,secondary,no,520,no,yes,cellular,31,sep,242,3,-1,0,failure,0
48,management,single,primary,no,90,yes,no,cellular,31,aug,1467,9,-1,0,unknown,0
43,technician,married,secondary,no,1725,no,no,cellular,22,nov,941,1,-1,0,unknown,0
34,admin.,married,primary,no,1645,yes,no,cellular,12,nov,430,2,-1,0,unknown,0
26,technician,single,secondary,yes,135,no,no,cellular,31,jul,23,2,-1,1,unknown,0
50,management,married,primary,no,58,no,no,cellular,8,sep,120,4,363,0,unknown,0
48,management,married,secondary,no,-79,no,no,unknown,15,feb,518,3,-1,0,unknown,0
39,services,single,tertiary,no,3445,yes,no,unknown,28,apr,312,2,-1,0,unknown,0
61,unknown,married,secondary,no,198,yes,no,telephone,14,may,33,3,-1,0,unknown,0
29,technician,married,tertiary,no,432,no,no,cellular,5,may,110,2,-1,0,unknown,0
24,blue-collar,divorced,secondary,no,293,yes,no,cellular,17,dec,5,3,-1,0,unknown,0
33,blue-collar,married,secondary,no,600,yes,no,unknown,20,jan,576,1,-1,1,unknown,0
40,unknown,married,tertiary,no,1677,no,no,cellular,11,sep,354,2,-1,0,unknown,0
43,technician,single,secondary,no,2867,no,no,cellular,22,sep,147,4,406,0,unknown,0
38,services,single,primary,no,102,yes,no,unknown,15,may,368,1,-1,0,unknown,0
44,technician,divorced,secondary,no,1539,no,no,unknown,25,oct,699,4,132,0,unknown,0
27,retired,divorced,secondary,no,452,yes,no,unknown,13,mar,84,3,-1,0,unknown,1
56,management,single,tertiary,no,5708,yes,no,unknown,30,aug,86,2,-1,0,failure,0
40,technician,married,secondary,no,332,no,no,unknown,4,jul,170,1,-1,1,unknown,0
53,technician,married,secondary,no,-189,no,no,telephone,22,may,316,4,110,0,other,1
44,blue-collar,married,tertiary,no,887,no,no,cellular,13,dec,1281,1,578,0,success,0
46,management,married,tertiary,no,45,yes,no,unknown,26,jan,45,2,-1,0,unknown,0
47,admin.,single,primary,no,-131,no,yes,unknown,13,jul,108,3,453,0,unknown,0
45,technician,single,secondary,no,1597,yes,no,cellular,11,nov,116,2,-1,0,unknown,0
48,retired,married,secondary,no,1776,yes,no,cellular,5,jan,333,1,228,0,failure,0
55,admin.,single,secondary,no,726,no,no,cellular,25,jan,561,4,-1,0,unknown,1
43,blue-collar,married,secondary,no,1494,yes,no,unknown,26,sep,52,5,-1,0,unknown,1
48,admin.,married,tertiary,no,959,yes,no,cellular,14,jun,322,2,-1,0,failure,0
40,retired,single,secondary,no,1290,yes,no,cellular,22,jul,620,4,-1,0,unknown,0
56,technician,married,secondary,no,1162,yes,no,cellular,3,feb,33,2,-1,0,unknown,0
33,admin.,married,secondary,no,1444,yes,yes,unknown,18,nov,260,2,-1,0,success,0
60,technician,married,tertiary,no,134,yes,no,cellular,3,aug,58,1,-1,0,unknown,0
40,blue-collar,married,primary,no,269,yes,no,cellular,6,jul,150,2,-1,0,unknown,0
25,admin.,single,tertiary,no,669,yes,no,cellular,26,may,34,3,-1,0,unknown,1
42,technician,divorced,secondary,no,686,no,no,cellular,8,aug,296,2,-1,0,unknown,0
33,technician,married,tertiary,no,2033,no,yes,cellular,24,feb,132,2,341,0,unknown,0
50,blue-collar,married,tertiary,no,486,yes,no,cellular,28,jun,216,5,-1,0,unknown,0
33,admin.,single,secondary,no,66,yes,no,cellular,21,apr,191,1,-1,0,unknown,0
36,self-employed,divorced,secondary,no,234,no,no,cellular,17,jul,305,4,-1,1,unknown,0
20,blue-collar,married,secondary,no,162,no,no,cellular,1,jun,582,1,-1,1,unknown,0
36,retired,married,secondary,no,1773,yes,no,cellular,28,dec,84,4,-1,0,failure,0
18,services,single,primary,no,753,no,yes,unknown,7,jun,233,1,572,0,unknown,0
23,management,single,secondary,no,1649,yes,yes,cellular,18,may,220,1,225,0,unknown,0
49,technician,married,secondary,no,607,yes,yes,cellular,29,nov,97,2,-1,0,unknown,0
49,retired,single,primary,no,3107,yes,no,cellular,4,may,178,3,-1,0,unknown,0
45,admin.,married,primary,no,5958,yes,no,cellular,10,feb,10,6,-1,1,unknown,0
30,services,married,tertiary,no,1462,yes,no,cellular,5,nov,143,1,185,0,unknown,0
40,blue-collar,married,secondary,no,2790,no,yes,cellular,8,jul,81,1,-1,0,unknown,0
40,management,single,secondary,no,863,no,no,telephone,26,jul,514,2,-1,0,unknown,1
28,blue-collar,married,secondary,no,3891,yes,no,cellular,25,aug,114,1,409,0,unknown,0
57,technician,married,secondary,no,2471,no,yes,cellular,13,apr,55,2,-1,2,unknown,0
50,technician,married,secondary,no,7001,no,no,unknown,17,nov,194,6,-1,0,failure,0
38,admin.,single,tertiary,no,1263,yes,yes,cellular,25,nov,429,3,-1,0,unknown,0
41,management,married,secondary,no,2065,yes,yes,unknown,21,nov,112,2,-1,0,success,0
43,admin.,married,secondary,no,974,no,no,cellular,4,sep,484,1,234,0,failure,0
18,blue-collar,married,secondary,no,249,no,no,cellular,10,oct,101,1,-1,0,unknown,0
38,blue-collar,single,tertiary,no,457,yes,no,cellular,21,mar,343,2,-1,0,unknown,0
33,management,married,tertiary,no,3166,no,no,cellular,30,mar,31,5,-1,0,failure,1
29,technician,married,tertiary,no,-113,yes,no,unknown,25,feb,16,2,-1,0,unknown,0
37,management,married,secondary,no,1142,yes,no,cellular,8,oct,345,2,-1,0,unknown,0
60,unemployed,single,secondary,no,498,yes,no,cellular,10,jul,118,2,-1,0,unknown,0
48,admin.,married,secondary,no,533,no,yes,cellular,13,dec,128,4,212,0,unknown,0
34,blue-collar,single,secondary,no,3038,yes,no,cellular,12,oct,220,3,-1,0,unknown,0
47,technician,divorced,primary,no,2684,yes,no,telephone,21,feb,1117,6,-1,0,unknown,0
56,self-employed,divorced,unknown,no,1170,yes,no,cellular,13,jul,48,2,-1,1,unknown,0
51,technician,married,tertiary,no,278,no,no,telephone,27,mar,91,1,507,0,unknown,0
41,management,divorced,primary,no,767,no,no,unknown,30,jan,269,1,-1,0,unknown,0
33,blue-collar,married,tertiary,no,587,yes,no,cellular,10,nov,311,1,-1,0,unknown,0
48,self-employed,married,secondary,no,454,no,no,cellular,21,aug,315,1,-1,0,unknown,1
45,management,divorced,unknown,no,-37,yes,no,cellular,1,aug,233,2,425,0,unknown,0
50,technician,married,secondary,no,974,yes,no,cellular,9,oct,228,1,-1,0,unknown,0
47,self-employed,married,tertiary,no,338,yes,no,cellular,3,jan,41,2,-1,0,unknown,0
52,management,married,secondary,no,1421,yes,yes,unknown,17,nov,464,1,-1,0,failure,0
35,management,single,secondary,no,376,yes,no,cellular,21,jun,2,1,118,1,unknown,0
55,blue-collar,married,tertiary,no,646,no,no,cellular,10,apr,139,3,-1,0,unknown,1
43,services,single,secondary,no,-119,no,no,cellular,19,may,62,2,-1,0,unknown,0
63,blue-collar,divorced,secondary,no,7146,no,no,cellular,6,aug,28,5,-1,0,unknown,0
33,student,single,secondary,no,862,no,no,cellular,7,aug,99,1,-1,0,unknown,0
60,retired,married,secondary,no,-163,no,no,cellular,11,jul,276,2,-1,0,unknown,0
43,management,divorced,unknown,no,968,yes,no,cellular,16,may,177,3,204,0,unknown,0
33,student,married,tertiary,no,2864,no,no,cellular,4,jun,533,2,-1,0,success,0
35,entrepreneur,married,secondary,no,2021,no,no,telephone,4,aug,236,7,-1,0,failure,1
37,technician,married,secondary,no,1610,no,no,unknown,18,may,75,1,-1,0,unknown,0
45,blue-collar,married,primary,no,25,yes,yes,cellular,18,mar,186,1,803,0,unknown,0
46,technician,married,secondary,yes,1408,yes,no,unknown,7,sep,66,1,-1,0,unknown,0
34,management,married,secondary,no,1980,no,no,cellular,11,sep,50,1,-1,1,unknown,0
40,management,married,secondary,no,1074,no,no,unknown,5,oct,800,3,-1,0,unknown,0
64,blue-collar,married,primary,no,3148,yes,yes,cellular,21,jan,162,2,-1,1,unknown,0
60,services,single,secondary,no,286,no,no,unknown,28,jul,271,1,-1,0,failure,0
45,blue-collar,single,secondary,no,215,yes,yes,unknown,18,apr,533,2,-1,0,unknown,0
41,student,single,secondary,no,2855,no,no,unknown,7,jun,100,4,-1,0,unknown,0
42,technician,married,secondary,no,1272,yes,no,unknown,2,jul,401,2,-1,0,failure,0
47,technician,married,tertiary,no,-197,yes,yes,cellular,29,aug,401,1,-1,0,unknown,0
29,management,divorced,secondary,no,453,yes,no,cellular,28,nov,448,1,-1,0,unknown,0
38,management,married,secondary,no,2726,yes,no,cellular,5,may,54,2,773,0,unknown,0
22,technician,single,secondary,no,-158,yes,no,cellular,5,may,849,2,-1,0,unknown,0
45,admin.,married,secondary,no,-195,no,no,cellular,19,dec,82,5,-1,0,unknown,0
48,services,divorced,primary,no,295,no,no,cellular,2,jun,386,8,-1,0,unknown,0
35,housemaid,married,primary,no,3480,yes,no,telephone,19,jul,45,8,-1,0,unknown,0
58,technician,married,secondary,no,3276,no,no,cellular,27,may,665,2,-1,0,failure,0
27,services,single,secondary,no,897,yes,no,cellular,5,may,144,1,565,0,unknown,0
24,technician,married,secondary,no,1008,yes,no,telephone,12,dec,284,1,-1,0,unknown,0
43,management,married,tertiary,no,405,yes,no,cellular,13,apr,489,2,-1,1,unknown,0
52,services,married,tertiary,no,219,yes,no,cellular,22,jan,85,5,412,0,unknown,0
59,unknown,single,secondary,no,2332,no,no,unknown,20,jul,127,1,-1,0,unknown,0
35,management,married,tertiary,no,-31,yes,yes,unknown,7,jul,97,2,306,0,unknown,0
52,blue-collar,married,tertiary,no,802,no,yes,cellular,2,jun,85,3,-1,0,unknown,0
40,technician,married,primary,no,1309,no,no,cellular,30,oct,184,1,-1,0,unknown,0
39,admin.,married,secondary,no,-35,no,no,cellular,22,feb,204,1,-1,0,failure,0
50,blue-collar,single,secondary,no,899,no,no,cellular,14,feb,20,1,-1,0,unknown,0
48,housemaid,married,secondary,no,1092,no,no,cellular,25,jun,288,1,-1,0,unknown,0
23,management,married,primary,no,1835,yes,no,unknown,26,dec,140,2,840,0,unknown,0
57,technician,married,tertiary,no,201,yes,no,unknown,5,sep,568,1,-1,0,unknown,0
56,blue-collar,married,tertiary,no,320,yes,no,unknown,20,may,559,1,-1,1,unknown,0
34,blue-collar,married,secondary,no,1064,no,no,cellular,30,jul,328,1,763,0,failure,0
45,technician,married,secondary,no,5923,yes,no,cellular,25,feb,496,2,-1,0,unknown,0
46,admin.,married,secondary,no,167,no,no,cellular,22,jun,659,3,-1,0,unknown,0
43,services,divorced,tertiary,no,6192,yes,no,cellular,12,nov,222,2,-1,1,unknown,0
34,self-employed,married,secondary,no,1679,yes,yes,cellular,31,jun,921,2,-1,0,unknown,0
33,admin.,single,secondary,no,2423,yes,no,telephone,4,oct,802,2,-1,0,other,0
40,services,married,tertiary,no,-59,no,no,telephone,31,jun,30,2,-1,1,unknown,0
53,blue-collar,married,secondary,no,335,yes,no,unknown,17,jun,190,1,-1,1,unknown,0
46,admin.,married,secondary,no,-110,yes,no,cellular,16,apr,31,1,-1,0,unknown,0
36,technician,married,secondary,no,496,yes,no,unknown,25,may,297,6,-1,0,success,0
49,entrepreneur,divorced,primary,no,5768,yes,no,cellular,10,apr,373,2,-1,0,unknown,0
18,technician,divorced,tertiary,no,-33,yes,no,telephone,3,jun,557,4,-1,0,unknown,0
53,blue-collar,single,primary,no,1039,yes,no,cellular,22,sep,270,5,-1,0,unknown,0
21,technician,single,secondary,no,-190,yes,yes,cellular,1,may,156,2,-1,1,unknown,0
37,unemployed,married,primary,no,1670,yes,no,cellular,6,may,43,1,-1,0,unknown,0
28,technician,married,primary,no,129,no,no,cellular,3,mar,34,3,-1,0,unknown,0
26,management,divorced,tertiary,no,8,no,no,unknown,19,nov,171,2,-1,1,unknown,0
53,blue-collar,single,primary,no,416,yes,no,cellular,27,jul,461,8,-1,0,unknown,0
35,management,married,secondary,no,2011,yes,no,unknown,7,may,358,4,-1,0,unknown,0
44,management,married,secondary,no,-30,yes,no,cellular,27,feb,548,4,221,0,unknown,0
40,technician,married,secondary,no,191,no,no,cellular,9,sep,429,2,-1,0,failure,0
46,blue-collar,divorced,tertiary,no,-187,yes,no,cellular,22,may,59,1,-1,0,unknown,1
41,blue-collar,married,tertiary,no,4982,yes,no,cellular,12,jul,57,4,-1,0,unknown,0
26,admin.,married,tertiary,yes,1145,yes,no,cellular,30,dec,158,1,-1,0,unknown,0
51,admin.,married,secondary,no,1708,yes,no,cellular,14,jul,54,1,-1,0,unknown,0
35,blue-collar,single,secondary,no,1380,yes,yes,unknown,1,oct,53,4,676,0,other,0
23,technician,married,secondary,no,33,no,no,cellular,25,dec,80,1,-1,0,unknown,0
36,technician,single,tertiary,no,1155,no,no,cellular,13,aug,5,4,-1,1,unknown,0
57,admin.,married,secondary,no,11,no,no,cellular,21,apr,218,1,-1,0,unknown,0
50,management,divorced,primary,no,569,yes,no,telephone,2,jul,130,3,-1,0,unknown,0
37,management,single,secondary,no,1062,no,no,telephone,3,mar,69,2,-1,0,unknown,0
37,admin.,married,secondary,no,1027,yes,no,cellular,11,sep,37,3,-1,0,unknown,0
37,blue-collar,married,primary,no,-9,yes,no,cellular,5,aug,157,4,-1,0,unknown,0
63,management,married,secondary,no,-147,no,no,cellular,28,dec,237,9,441,0,unknown,0
45,technician,married,secondary,no,2200,no,no,unknown,2,oct,934,1,-1,0,unknown,0
45,self-employed,single,secondary,no,1741,yes,no,cellular,14,sep,75,3,-1,0,unknown,0
