SK_ID_CURR,TARGET,CODE_GENDER,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,CREDIT_INCOME_RATIO,ANNUITY_INCOME_RATIO,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_ID_PUBLISH,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,CNT_PREV_LOANS,REGION_POPULATION_RELATIVE,FLAG_DOCUMENT_3,FLAG_PHONE
101781,1,F,Secondary,Married,House/apartment,53292.04,179859.4,3341.14,3.375,0.0627,-11680,-12390,-2198,0.5198,0.1159,0.8729,3,0.003499,1,0
101782,0,F,Secondary,Separated,With parents,448022.21,1530910.61,51306.19,3.417,0.1145,-17155,-7902,-5769,0.4178,0.656,0.7314,3,0.01384,1,0
101783,0,F,Secondary,Widow,With parents,30000.0,173560.96,6202.5,5.7854,0.2068,-16790,-1259,-4967,0.6662,0.4409,0.7024,4,0.032264,0,1
101784,0,F,Secondary,Separated,House/apartment,121997.66,609805.59,6744.87,4.9985,0.0553,-20440,-2602,-4184,0.7697,0.6165,0.5468,3,0.038914,1,1
101785,0,F,Secondary,Married,House/apartment,129966.6,344688.44,14275.18,2.6521,0.1098,-7665,-1779,-974,0.2639,0.693,0.4984,3,0.02943,1,0
101786,0,F,Higher education,Married,House/apartment,158296.99,610007.66,13024.96,3.8536,0.0823,-8395,-11,-5467,0.4711,0.9073,0.4373,4,0.010721,0,0
101787,1,F,Secondary,Separated,House/apartment,38075.37,156447.53,1835.32,4.1089,0.0482,-19345,-4243,-619,0.1745,0.2894,0.2524,1,0.046606,1,1
101788,0,F,Higher education,Single,With parents,96394.83,403420.57,7666.98,4.1851,0.0795,-17520,-2805,-320,0.7181,0.2734,0.3539,2,0.038726,1,1
101789,0,M,Higher education,Separated,With parents,79782.45,438390.6,11483.61,5.4948,0.1439,-19345,-476,-5965,0.8718,0.7997,0.8331,0,0.014647,1,0
101790,0,F,Lower secondary,Married,House/apartment,78725.18,290776.69,8704.68,3.6936,0.1106,-12045,-6395,-2392,0.8712,0.9594,0.7226,0,0.015175,1,1
101791,0,M,Secondary,Married,House/apartment,60976.41,104064.66,3927.19,1.7066,0.0644,-13870,-868,-1892,0.1518,0.3205,0.5569,3,0.046568,1,1
101792,0,M,Secondary,Married,House/apartment,430562.64,1738060.03,24614.71,4.0367,0.0572,-10220,-906,-2299,0.8872,0.2366,0.6126,1,0.047388,0,1
101793,0,F,Secondary,Married,House/apartment,158045.17,283592.97,5978.0,1.7944,0.0378,-7665,-2004,-3902,0.4796,0.2725,0.3422,2,0.032409,1,0
101794,0,F,Secondary,Married,House/apartment,214112.66,244216.13,9822.72,1.1406,0.0459,-16060,-1935,-3158,0.5932,0.9677,0.4064,0,0.024014,1,0
101795,0,F,Secondary,Married,House/apartment,58235.08,224039.81,7474.85,3.8472,0.1284,-21170,-2042,-3767,0.4732,0.9859,0.8098,2,0.005363,1,1
101796,0,F,Lower secondary,Married,House/apartment,30000.0,61439.44,719.93,2.048,0.024,-14965,-44,-1086,0.7185,0.5116,0.8763,2,0.022682,1,1
101797,0,M,Academic degree,Single,Rented apartment,456229.18,1805232.18,54899.37,3.9569,0.1203,-12775,-742,-4868,0.4523,0.8457,0.0033,4,0.004501,0,1
101798,0,M,Academic degree,Married,House/apartment,313534.63,1571654.67,26265.21,5.0127,0.0838,-10950,-23,-1528,0.2581,0.8397,0.468,2,0.039441,1,0
101799,0,M,Incomplete higher,Married,Office apartment,91836.95,119701.99,2443.96,1.3034,0.0266,-20075,-757,-5929,0.8989,0.566,0.0723,3,0.001236,1,1
101800,0,M,Academic degree,Married,House/apartment,73072.21,60276.32,1562.0,0.8249,0.0214,-15695,-3356,-4902,0.8175,0.8801,0.4363,2,0.019799,1,1
101801,0,M,Secondary,Married,House/apartment,88232.28,85184.73,2582.06,0.9655,0.0293,-16060,-555,-400,0.119,0.7463,0.1703,1,0.032166,1,1
101802,0,M,Secondary,Married,House/apartment,47017.16,273783.44,3911.03,5.8231,0.0832,-9855,-354,-2589,0.5116,0.8127,0.7589,1,0.000644,0,0
101803,0,F,Secondary,Married,House/apartment,143140.19,141784.49,1629.08,0.9905,0.0114,-11680,-4688,-3451,0.7751,0.8089,0.6322,1,0.018827,1,1
101804,0,F,Secondary,Married,House/apartment,545550.72,2000000.0,29718.7,3.666,0.0545,-18615,-473,-2080,0.2337,0.7641,0.8703,3,0.022003,1,0
101805,0,M,Secondary,Married,Municipal apartment,30000.0,175918.68,3444.52,5.864,0.1148,-13505,-1180,-4631,0.8473,0.1793,0.7332,3,0.032446,1,1
101806,0,F,Academic degree,Separated,House/apartment,233816.88,208813.07,4532.49,0.8931,0.0194,-12775,-747,-1849,0.4696,0.5503,0.9726,2,0.013601,1,1
101807,0,M,Secondary,Married,House/apartment,30000.0,103581.91,2066.59,3.4527,0.0689,-25185,-165,-104,0.3719,0.69,0.3048,2,0.016833,1,1
101808,0,F,Secondary,Married,House/apartment,293895.18,1275651.93,25322.0,4.3405,0.0862,-15695,-470,-5902,0.8151,0.6044,0.2496,2,0.002869,1,1
101809,0,F,Higher education,Single,Office apartment,30000.0,21116.81,347.53,0.7039,0.0116,-14965,-1805,-780,0.5145,0.6928,0.9949,3,0.007462,0,1
101810,0,M,Secondary,Married,Rented apartment,102383.61,342585.82,6786.39,3.3461,0.0663,-14965,-158,-3091,0.2311,0.2624,0.9357,4,0.047857,1,1
101811,0,F,Secondary,Civil marriage,House/apartment,106581.23,299852.71,4528.09,2.8134,0.0425,-12775,-73,-560,0.2666,0.0444,0.5816,2,0.016196,1,1
101812,0,F,Higher education,Married,House/apartment,149374.43,492153.06,15613.36,3.2948,0.1045,-15330,-319,-5654,0.7313,0.7333,0.4095,4,0.00757,1,0
101813,0,F,Incomplete higher,Married,House/apartment,139411.52,489903.75,11184.55,3.5141,0.0802,-23360,-626,-5265,0.1974,0.9797,0.3507,2,0.011986,1,1
101814,0,M,Academic degree,Civil marriage,House/apartment,181811.47,806731.91,10620.73,4.4372,0.0584,-17155,-2272,-4622,0.8314,0.5355,0.2557,0,0.001297,1,1
101815,0,F,Academic degree,Married,House/apartment,283181.35,335439.55,4268.73,1.1845,0.0151,-9125,-1219,-2920,0.8104,0.0236,0.671,2,0.001463,1,1
101816,0,F,Incomplete higher,Married,House/apartment,30000.0,178907.34,2461.68,5.9636,0.0821,-13870,-1258,-270,0.2441,0.6667,0.5173,1,0.008829,0,1
101817,0,F,Secondary,Married,House/apartment,200963.91,407389.69,8391.09,2.0272,0.0418,-16060,-850,-2577,0.7488,0.6798,0.0384,7,0.002177,1,0
101818,1,F,Secondary,Single,House/apartment,30000.0,176667.25,3147.58,5.8889,0.1049,-9490,-2815,-2478,0.2469,0.7273,0.6047,1,0.015507,0,1
101819,1,F,Higher education,Single,Municipal apartment,236823.46,1011470.21,27252.74,4.271,0.1151,-13505,-79,-3407,0.2524,0.0074,0.1549,2,0.028822,1,1
101820,0,M,Secondary,Widow,House/apartment,236447.52,1007208.45,10765.13,4.2598,0.0455,-11680,-1614,-3865,0.1183,0.4104,0.6815,1,0.006255,1,0
101821,0,F,Higher education,Separated,House/apartment,31783.36,177048.77,2043.3,5.5705,0.0643,-13870,-5829,-5191,0.1168,0.2066,0.5211,2,0.005598,1,0
101822,1,F,Secondary,Civil marriage,Municipal apartment,35215.82,189194.53,2060.87,5.3724,0.0585,-15695,-1546,-1067,0.7554,0.2569,0.4858,1,0.054621,1,1
101823,0,F,Lower secondary,Civil marriage,House/apartment,30000.0,52478.72,807.31,1.7493,0.0269,-18250,-2444,-3706,0.5482,0.2408,0.0842,3,0.018015,0,0
101824,0,F,Secondary,Married,With parents,41216.04,178561.05,3103.71,4.3323,0.0753,-10950,-293,-559,0.5226,0.1508,0.2503,2,0.007655,1,1
101825,1,M,Secondary,Married,With parents,103758.75,340021.65,3928.25,3.277,0.0379,-15330,-1561,-1991,0.6315,0.0729,0.0339,2,0.003157,1,1
101826,0,F,Secondary,Separated,Municipal apartment,73851.89,236944.32,4437.35,3.2084,0.0601,-14235,-690,-2702,0.8534,0.239,0.8154,3,0.001394,1,0
101827,0,F,Lower secondary,Civil marriage,House/apartment,38002.76,22099.76,510.28,0.5815,0.0134,-14600,-2247,-3109,0.6076,0.0268,0.2918,1,0.001876,1,1
101828,1,F,Incomplete higher,Married,House/apartment,145562.67,493986.43,8209.02,3.3936,0.0564,-12045,-362,-1207,0.4678,0.6332,0.6095,1,0.043574,1,0
101829,0,F,Higher education,Separated,Rented apartment,110968.24,113763.73,3141.54,1.0252,0.0283,-15330,-1568,-1020,0.5179,0.1523,0.1713,3,0.038756,1,1
101830,0,F,Higher education,Separated,House/apartment,30000.0,59364.03,747.88,1.9788,0.0249,-17520,-1316,-5519,0.6204,0.2491,0.6078,3,0.015817,1,0
101831,0,F,Secondary,Single,House/apartment,58014.33,32409.73,580.98,0.5587,0.01,-9855,-2384,-3654,0.3891,0.1015,0.966,2,0.002603,1,1
101832,0,F,Higher education,Married,House/apartment,424366.71,1147943.63,16133.31,2.7051,0.038,-22630,-2014,-2710,0.4475,0.5607,0.2567,2,0.018168,1,1
101833,1,F,Incomplete higher,Civil marriage,With parents,167911.22,938492.9,14208.48,5.5892,0.0846,-19345,-2472,-5466,0.1819,0.5781,0.0691,2,0.011538,1,0
101834,0,F,Higher education,Single,House/apartment,452137.75,2000000.0,30249.12,4.4234,0.0669,-9125,-4684,-3813,0.4549,0.9287,0.6107,0,0.010807,1,0
101835,0,M,Higher education,Single,House/apartment,91260.4,74497.14,818.34,0.8163,0.009,-21170,-1554,-3002,0.8884,0.5591,0.2057,1,0.003561,1,0
101836,0,M,Higher education,Married,House/apartment,30000.0,132610.71,4732.72,4.4204,0.1578,-21535,-930,-4615,0.3029,0.2705,0.5249,3,0.016413,1,1
101837,1,M,Secondary,Married,With parents,235699.97,1061143.29,15562.64,4.5021,0.066,-13505,-1261,-2211,0.4548,0.2977,0.4978,1,0.015963,1,1
101838,0,F,Higher education,Married,House/apartment,30000.0,143446.01,3343.9,4.7815,0.1115,-16425,-2154,-334,0.6908,0.0366,0.101,2,0.01242,1,1
101839,0,F,Secondary,Separated,House/apartment,428471.64,1763381.1,53468.53,4.1155,0.1248,-15695,-496,-893,0.2877,0.7699,0.6419,0,0.021753,1,1
101840,0,F,Incomplete higher,Married,House/apartment,54897.92,47530.35,1701.26,0.8658,0.031,-9855,-388,-4928,0.8715,0.6479,0.9603,0,0.006275,0,1
101841,0,F,Secondary,Widow,House/apartment,161309.87,659689.6,7875.45,4.0896,0.0488,-19710,-170,-2356,0.697,0.2397,0.6018,2,0.000127,1,1
101842,0,F,Lower secondary,Separated,House/apartment,280898.07,472674.2,8966.79,1.6827,0.0319,-8030,-936,-678,0.7488,0.2889,0.328,3,0.010247,1,1
101843,0,F,Secondary,Civil marriage,House/apartment,91875.9,345775.62,4652.5,3.7635,0.0506,-16790,-147,-4147,0.5042,0.2682,0.9653,4,0.028907,1,1
101844,0,M,Secondary,Married,House/apartment,84340.45,356933.89,3917.28,4.2321,0.0464,-21900,-222,-2552,0.3185,0.8757,0.714,2,0.012957,1,0
101845,0,F,Higher education,Single,House/apartment,30892.36,33485.67,391.46,1.0839,0.0127,-8760,-3870,-1527,0.7841,0.8703,0.2319,2,0.000192,1,1
101846,0,M,Secondary,Married,House/apartment,195350.24,599173.58,14459.79,3.0672,0.074,-14235,-1674,-1142,0.6229,0.6802,0.6576,0,0.010562,0,1
101847,0,F,Secondary,Married,House/apartment,62176.76,110810.58,1588.84,1.7822,0.0256,-20075,-5572,-4309,0.8491,0.9937,0.0838,1,0.024225,1,1
101848,0,M,Higher education,Married,House/apartment,148173.87,732120.64,16104.5,4.941,0.1087,-17155,-834,-4682,0.2138,0.9691,0.5399,2,0.009046,1,1
101849,1,F,Higher education,Married,Rented apartment,42478.98,238817.08,8674.85,5.622,0.2042,-18980,-819,-2312,0.517,0.9432,0.5074,1,0.004052,1,1
101850,1,M,Lower secondary,Single,Municipal apartment,201519.13,672806.44,7528.03,3.3387,0.0374,-12775,-3534,-2545,0.4849,0.2756,0.3879,0,0.023842,1,1
101851,0,F,Incomplete higher,Single,House/apartment,178840.09,635223.7,8498.19,3.5519,0.0475,-11680,-1573,-4614,0.3404,0.7922,0.9912,1,0.011758,1,1
101852,0,F,Secondary,Married,House/apartment,30000.0,28058.85,333.54,0.9353,0.0111,-14600,-1521,-2523,0.4508,0.9605,0.6536,1,0.006109,1,1
101853,0,F,Higher education,Widow,House/apartment,30000.0,79226.45,1814.83,2.6409,0.0605,-16425,-1495,-2135,0.1753,0.8221,0.4245,3,0.041681,1,1
101854,0,F,Secondary,Married,Office apartment,30000.0,38889.04,882.08,1.2963,0.0294,-17885,-3045,-5837,0.7319,0.9364,0.7323,5,0.013211,0,1
101855,0,F,Higher education,Single,House/apartment,30000.0,131242.79,3389.5,4.3748,0.113,-17155,-2046,-456,0.4815,0.6282,0.2355,5,0.021244,1,0
101856,1,F,Secondary,Married,Office apartment,30000.0,173249.22,3892.33,5.775,0.1297,-19345,-382,-779,0.1175,0.1501,0.0267,3,0.015159,1,1
101857,0,F,Higher education,Married,House/apartment,58962.41,291162.31,9204.87,4.9381,0.1561,-16060,-2215,-3931,0.3986,0.8651,0.7457,3,0.016268,0,1
101858,0,F,Incomplete higher,Married,House/apartment,217821.0,573830.43,7477.65,2.6344,0.0343,-11315,-1429,-1015,0.6348,0.0222,0.798,1,0.014204,1,1
101859,0,M,Secondary,Widow,House/apartment,114154.35,473726.0,5044.62,4.1499,0.0442,-10220,-230,-1470,0.5586,0.992,0.2608,2,0.034917,1,1
101860,0,M,Secondary,Single,House/apartment,30000.0,179579.8,2009.07,5.986,0.067,-18615,-697,-120,0.6063,0.6782,0.8162,1,0.003037,1,1
101861,0,M,Secondary,Single,With parents,30000.0,21726.79,628.52,0.7242,0.021,-19710,-2635,-5578,0.2843,0.1673,0.5073,4,0.053378,1,1
101862,0,M,Secondary,Married,House/apartment,30000.0,60881.28,1553.41,2.0294,0.0518,-23360,-4824,-3274,0.6934,0.8056,0.9554,1,0.006219,0,1
101863,0,F,Higher education,Married,With parents,70135.61,65598.25,1313.21,0.9353,0.0187,-25185,-1169,-1146,0.646,0.133,0.2949,1,0.02585,1,0
101864,0,F,Secondary,Married,House/apartment,54397.3,218092.04,5683.78,4.0092,0.1045,-19345,-2282,-393,0.5311,0.1341,0.5286,4,0.006816,1,1
101865,0,F,Incomplete higher,Single,House/apartment,185592.69,952345.76,12969.15,5.1314,0.0699,-17155,-92,-5828,0.8607,0.9398,0.5909,0,0.025188,0,1
101866,0,M,Secondary,Married,Municipal apartment,147321.07,368281.12,4733.91,2.4999,0.0321,-13870,-1320,-898,0.8667,0.6907,0.0631,0,0.009064,1,1
101867,0,M,Secondary,Married,House/apartment,313991.4,837440.89,10673.63,2.6671,0.034,-12045,-1284,-351,0.2923,0.194,0.2463,1,0.010159,1,1
101868,0,F,Incomplete higher,Civil marriage,House/apartment,444422.38,940981.88,14254.17,2.1173,0.0321,-15695,-9775,-5958,0.6206,0.68,0.531,3,0.038147,0,1
101869,0,F,Secondary,Civil marriage,Municipal apartment,30000.0,107964.47,2554.24,3.5988,0.0851,-14965,-10428,-857,0.4187,0.275,0.5045,1,0.042086,0,1
101870,0,M,Secondary,Civil marriage,House/apartment,38842.9,46441.66,1420.2,1.1956,0.0366,-22995,-1173,-2623,0.4202,0.2889,0.5947,4,0.000887,0,0
101871,0,F,Higher education,Civil marriage,House/apartment,30000.0,46058.72,778.84,1.5353,0.026,-17885,-321,-1517,0.5385,0.4502,0.1232,2,0.021167,1,1
101872,0,M,Incomplete higher,Married,House/apartment,54923.21,51991.91,590.75,0.9466,0.0108,-14600,-1300,-3449,0.1018,0.4914,0.1725,4,0.006117,1,0
101873,0,M,Secondary,Married,House/apartment,136437.1,175810.46,4017.52,1.2886,0.0294,-12045,-2070,-2532,0.3814,0.7231,0.183,2,0.023109,1,1
101874,1,M,Secondary,Married,House/apartment,46461.81,238828.97,5028.35,5.1403,0.1082,-17520,-2457,-616,0.65,0.7926,0.1897,3,0.021794,1,1
101875,0,M,Higher education,Married,Municipal apartment,31587.81,47088.99,622.33,1.4907,0.0197,-16060,-370,-4367,0.8017,0.4134,0.6366,3,0.001436,1,1
101876,0,M,Secondary,Married,House/apartment,73352.81,231632.99,4759.91,3.1578,0.0649,-13870,-2554,-2354,0.5436,0.1805,0.2716,1,0.005752,1,0
101877,0,F,Higher education,Married,House/apartment,30000.0,130372.34,1502.11,4.3457,0.0501,-12775,-5541,-4666,0.3285,0.1551,0.8335,3,0.01099,1,1
101878,0,M,Secondary,Civil marriage,Rented apartment,543192.51,835196.59,9675.31,1.5376,0.0178,-17885,-344,-1567,0.5337,0.8744,0.4143,4,0.017498,1,1
101879,0,M,Secondary,Married,Municipal apartment,511969.03,1520757.45,17127.95,2.9704,0.0335,-13870,-1184,-2936,0.2257,0.81,0.6691,1,0.016996,1,0
101880,0,F,Incomplete higher,Married,House/apartment,30000.0,50346.87,633.7,1.6782,0.0211,-14235,-3648,-1201,0.201,0.7654,0.3848,0,0.010533,1,1
101881,0,M,Higher education,Married,House/apartment,31484.58,174151.32,6164.1,5.5313,0.1958,-13505,-663,-2741,0.6455,0.7774,0.9482,2,0.017084,1,1
101882,0,M,Secondary,Civil marriage,House/apartment,125008.34,87783.95,1411.17,0.7022,0.0113,-25185,-125,-956,0.1797,0.4854,0.2516,2,0.018232,1,0
101883,0,M,Secondary,Married,House/apartment,55393.3,206512.17,3542.91,3.7281,0.064,-16060,-6638,-1855,0.7253,0.7236,0.8457,6,0.000295,0,0
101884,1,F,Secondary,Married,House/apartment,30000.0,160404.97,2801.28,5.3468,0.0934,-12045,-2318,-5756,0.4537,0.789,0.3593,0,0.001411,1,1
101885,0,F,Secondary,Married,House/apartment,30000.0,144704.11,2033.43,4.8235,0.0678,-7665,-296,-803,0.8073,0.824,0.8353,3,0.01768,1,0
101886,0,F,Secondary,Separated,House/apartment,167771.93,299219.0,3829.24,1.7835,0.0228,-8760,-1113,-4135,0.3098,0.069,0.1177,1,0.019569,1,1
101887,0,F,Higher education,Married,Rented apartment,35405.73,122349.57,1942.71,3.4556,0.0549,-14235,-1617,-3895,0.3621,0.381,0.2012,2,0.045196,1,1
101888,0,F,Incomplete higher,Married,House/apartment,115920.16,97532.32,1245.83,0.8414,0.0107,-22265,-4573,-2006,0.8414,0.7751,0.3986,1,0.008798,0,1
101889,0,F,Higher education,Married,House/apartment,48555.31,98785.61,2380.87,2.0345,0.049,-24820,-628,-2813,0.1099,0.3372,0.0722,3,0.007827,1,1
101890,0,M,Secondary,Married,House/apartment,111643.51,292144.22,4166.31,2.6168,0.0373,-14600,-3117,-461,0.4532,0.1893,0.3172,4,0.012121,1,1
101891,0,F,Secondary,Married,House/apartment,1000000.0,912119.27,13405.59,0.9121,0.0134,-17155,-2,-5846,0.5594,0.565,0.6971,0,0.055698,0,1
101892,0,F,Lower secondary,Married,House/apartment,176009.92,249946.35,5196.98,1.4201,0.0295,-14965,-3823,-5569,0.6042,0.1047,0.8544,1,0.023488,0,0
101893,0,F,Secondary,Civil marriage,House/apartment,63845.36,328061.41,5442.06,5.1384,0.0852,-17520,-2604,-1550,0.494,0.6553,0.7098,3,0.022053,1,1
101894,1,M,Secondary,Married,House/apartment,504099.7,1548454.86,16256.16,3.0717,0.0322,-14600,-5195,-4825,0.6085,0.0779,0.5265,1,0.029843,1,0
101895,1,F,Secondary,Married,House/apartment,30000.0,170478.18,2291.97,5.6826,0.0764,-13140,-919,-4594,0.4602,0.1547,0.094,1,0.025151,1,1
101896,0,F,Incomplete higher,Civil marriage,House/apartment,30000.0,40810.43,728.59,1.3603,0.0243,-12775,-6246,-4712,0.4673,0.7701,0.347,0,0.000589,1,0
101897,0,F,Higher education,Single,Rented apartment,103526.66,433485.65,5781.99,4.1872,0.0559,-18250,-2902,-1927,0.5912,0.0707,0.3639,1,0.013285,0,0
101898,1,F,Higher education,Married,House/apartment,51821.85,243682.86,4724.94,4.7023,0.0912,-20805,-282,-1811,0.2799,0.5596,0.3339,1,0.007377,0,0
101899,0,M,Secondary,Married,With parents,190908.46,910180.58,19426.49,4.7676,0.1018,-13870,-481,-3330,0.7014,0.2612,0.7358,2,0.000206,1,0
101900,0,F,Secondary,Married,House/apartment,30000.0,140518.62,2335.61,4.684,0.0779,-18615,-2977,-3005,0.7091,0.5695,0.0844,0,0.000447,1,0
101901,0,M,Academic degree,Civil marriage,House/apartment,48028.56,68306.21,1212.89,1.4222,0.0253,-16060,-1121,-1057,0.3142,0.1842,0.255,1,0.03048,1,1
101902,0,F,Secondary,Single,Municipal apartment,290252.68,858160.85,9284.41,2.9566,0.032,-13870,-2612,-5236,0.1215,0.8546,0.8984,3,0.010165,1,1
101903,0,M,Higher education,Married,House/apartment,77131.79,416745.31,4411.13,5.403,0.0572,-18250,-1116,-4984,0.4826,0.228,0.3575,1,0.014325,0,1
101904,0,F,Higher education,Married,House/apartment,34035.53,123767.07,2615.06,3.6364,0.0768,-20805,-1788,-4942,0.538,0.3149,0.7641,1,0.008252,0,1
101905,0,F,Secondary,Civil marriage,With parents,109671.88,280182.47,9729.77,2.5547,0.0887,-12045,-753,-3675,0.8094,0.9858,0.4496,1,0.042444,1,1
101906,0,F,Higher education,Married,Municipal apartment,68436.08,39580.03,1027.01,0.5784,0.015,-14235,-1171,-851,0.4574,0.009,0.512,1,0.012659,1,1
101907,0,M,Secondary,Single,House/apartment,49794.02,191362.99,2109.3,3.8431,0.0424,-21535,-3430,-122,0.2438,0.6329,0.9409,1,0.030818,1,1
101908,1,F,Secondary,Separated,House/apartment,283108.19,1534460.76,43952.28,5.4201,0.1552,-15330,-1261,-5685,0.5031,0.4484,0.2097,0,0.009335,1,0
101909,0,M,Secondary,Married,Office apartment,286023.41,463622.77,6770.46,1.6209,0.0237,-12410,-2126,-4587,0.8781,0.3799,0.8276,1,0.021215,1,1
101910,0,M,Higher education,Single,House/apartment,81307.96,485625.38,18110.98,5.9727,0.2227,-16060,-420,-3637,0.7244,0.0339,0.1638,2,0.018245,1,1
101911,0,M,Secondary,Married,House/apartment,138918.87,230278.7,3806.16,1.6576,0.0274,-15695,-2127,-3752,0.7328,0.9859,0.5359,1,0.004775,1,1
101912,0,M,Lower secondary,Married,House/apartment,190271.97,692076.96,12984.61,3.6373,0.0682,-19710,-201,-3209,0.8769,0.4973,0.5993,0,0.02667,1,0
101913,0,F,Secondary,Civil marriage,House/apartment,182583.18,573618.58,7631.8,3.1417,0.0418,-15330,-1724,-5048,0.4065,0.8793,0.557,1,0.024926,1,1
101914,0,M,Secondary,Married,Rented apartment,60683.94,287495.56,4728.2,4.7376,0.0779,-15330,-1431,-1240,0.8191,0.1852,0.3671,2,0.026787,1,1
101915,0,F,Secondary,Civil marriage,House/apartment,162343.12,518132.68,8792.91,3.1916,0.0542,-15330,-992,-4456,0.1669,0.668,0.7829,3,0.002583,0,1
101916,0,M,Secondary,Married,House/apartment,375634.06,882817.43,12800.36,2.3502,0.0341,-16060,-3202,-5105,0.3532,0.7746,0.7249,3,0.021875,1,0
101917,1,F,Secondary,Widow,House/apartment,30000.0,173307.98,2326.8,5.7769,0.0776,-21535,-1584,-4641,0.7205,0.5074,0.4728,3,0.005537,1,1
101918,0,F,Secondary,Separated,House/apartment,30000.0,108779.94,1540.09,3.626,0.0513,-18250,-534,-1163,0.2861,0.5897,0.8568,1,0.03907,1,0
101919,0,F,Secondary,Married,With parents,287103.96,213214.78,2433.55,0.7426,0.0085,-11315,-1305,-3214,0.5671,0.623,0.268,4,0.007415,1,1
101920,0,F,Higher education,Married,Municipal apartment,138359.6,406206.66,12603.33,2.9359,0.0911,-16790,-2914,-3274,0.5366,0.0988,0.4979,3,0.008296,1,0
101921,0,F,Lower secondary,Single,House/apartment,30000.0,97756.99,1051.37,3.2586,0.035,-16790,-3574,-4232,0.6886,0.7167,0.1916,1,0.026666,1,1
101922,0,M,Higher education,Married,Rented apartment,217869.93,149495.57,2054.22,0.6862,0.0094,-17155,-676,-5994,0.1958,0.2832,0.8038,2,0.0167,1,1
101923,0,F,Secondary,Married,Rented apartment,30000.0,127676.03,3338.74,4.2559,0.1113,-9490,-150,-4998,0.6535,0.9751,0.2311,1,0.022842,1,1
101924,0,F,Secondary,Married,House/apartment,274495.71,866802.0,16121.11,3.1578,0.0587,-16060,-535,-4838,0.5941,0.4441,0.2903,1,0.002763,1,0
101925,0,M,Secondary,Single,House/apartment,98952.45,111314.1,2406.68,1.1249,0.0243,-13140,-4032,-1778,0.437,0.3492,0.4652,1,0.035877,1,1
101926,0,M,Secondary,Married,With parents,51670.74,121199.77,1602.8,2.3456,0.031,-9490,-1989,-686,0.1837,0.2923,0.237,3,0.010566,0,1
101927,0,F,Lower secondary,Separated,With parents,144192.11,469172.66,4903.61,3.2538,0.034,-20440,-5985,-3925,0.1876,0.6246,0.4775,3,0.059265,1,1
101928,0,M,Secondary,Married,Rented apartment,30000.0,158948.01,1836.99,5.2983,0.0612,-14235,-77,-5728,0.8448,0.2996,0.7641,1,0.003142,0,1
101929,0,M,Secondary,Single,With parents,115768.86,351634.64,4085.79,3.0374,0.0353,-14600,-789,-3199,0.1447,0.3946,0.5162,3,0.012248,0,0
101930,1,F,Secondary,Married,House/apartment,100999.63,552531.08,10296.14,5.4706,0.1019,-18980,-958,-1395,0.4937,0.0668,0.0523,3,0.008645,1,0
101931,1,F,Incomplete higher,Married,House/apartment,41211.98,192126.93,3468.91,4.6619,0.0842,-19710,-737,-4372,0.2549,0.4341,0.0418,0,0.002033,0,0
101932,0,M,Secondary,Married,House/apartment,165282.95,669664.21,17321.69,4.0516,0.1048,-14600,-534,-1333,0.3866,0.7674,0.7878,2,0.013259,1,0
101933,0,F,Higher education,Married,House/apartment,64699.38,253838.92,5001.69,3.9234,0.0773,-15695,-1118,-1638,0.8948,0.3544,0.8776,2,0.012745,1,0
101934,0,F,Secondary,Separated,With parents,285070.42,1286136.58,18563.24,4.5116,0.0651,-11315,-2067,-2554,0.3592,0.9008,0.8289,1,0.007009,0,0
101935,0,F,Secondary,Separated,House/apartment,30000.0,88158.32,1041.9,2.9386,0.0347,-11680,-366,-3423,0.4434,0.8548,0.9349,2,0.003494,1,1
101936,0,F,Higher education,Married,Office apartment,220548.16,622616.44,22052.09,2.823,0.1,-20805,-2856,-4729,0.7711,0.8664,0.5484,2,0.04292,1,0
101937,0,F,Academic degree,Widow,House/apartment,86378.67,147123.04,1596.99,1.7032,0.0185,-15695,-441,-2842,0.2513,0.3635,0.0004,2,0.000957,1,1
101938,0,F,Secondary,Married,House/apartment,56069.33,200156.9,4825.35,3.5698,0.0861,-19345,-6414,-5247,0.3609,0.8562,0.889,3,0.00807,1,1
101939,0,F,Secondary,Married,Rented apartment,419237.78,1810494.22,47127.29,4.3185,0.1124,-14965,-2773,-2660,0.6817,0.1331,0.1569,0,0.006528,0,1
101940,0,F,Secondary,Civil marriage,House/apartment,33472.07,65640.01,1246.71,1.961,0.0372,-17155,-715,-1667,0.5351,0.9637,0.4103,1,0.005979,1,0
101941,0,F,Secondary,Married,House/apartment,82523.21,146266.14,2093.23,1.7724,0.0254,-8395,-1605,-2857,0.7771,0.6844,0.8476,2,0.019317,1,1
101942,0,F,Secondary,Single,With parents,93570.42,142617.87,2194.76,1.5242,0.0235,-18980,-881,-5029,0.2177,0.6726,0.1948,0,0.008688,1,1
101943,0,F,Higher education,Single,House/apartment,52980.35,44025.05,1044.04,0.831,0.0197,-15330,-11356,-1432,0.4953,0.0681,0.6653,0,0.008671,1,0
